"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"SENP6",7.82226968742446e-18,0.688323691871284,0.321,0.429,1.56374993321302e-13,"SENP6"
"DHRS4",7.87534974340933e-18,-0.84405395171293,0.065,0.107,1.57436116720496e-13,"DHRS4"
"ANKRD44",8.38459967517635e-18,0.841775794889603,0.475,0.648,1.6761653210645e-13,"ANKRD44"
"JMJD1C",8.452925145738e-18,1.48847073021572,0.488,0.51,1.68982426588448e-13,"JMJD1C"
"CASP10",8.54981438240937e-18,0.504511255697249,0.131,0.191,1.70919339318746e-13,"CASP10"
"RFXANK",8.69345603358294e-18,0.417903798846436,0.157,0.22,1.73790879567357e-13,"RFXANK"
"APPBP2",9.6016376026591e-18,0.611743405931536,0.11,0.165,1.91946337314758e-13,"APPBP2"
"SNAPC2",1.04565063700356e-17,-0.583299360719168,0.062,0.104,2.09036018843381e-13,"SNAPC2"
"ZMYND8",1.1947511134198e-17,0.601452320414773,0.186,0.258,2.38842695083753e-13,"ZMYND8"
"TNRC6B",1.20499369142301e-17,0.625258475712344,0.528,0.722,2.40890288852374e-13,"TNRC6B"
"BET1L",1.29717698897803e-17,-0.494337196314631,0.068,0.111,2.59318651866598e-13,"BET1L"
"BX284668.5",1.30734666548305e-17,-0.668915101357597,0.072,0.116,2.61351671896716e-13,"BX284668.5"
"HSH2D",1.32627746616786e-17,1.9365814881942,0.215,0.162,2.65136128261617e-13,"HSH2D"
"MARCH5",1.33210952118851e-17,0.329637907957643,0.118,0.172,2.66302014380795e-13,"MARCH5"
"MAD2L1BP",1.33794976578273e-17,0.282100095624494,0.066,0.111,2.67469537677626e-13,"MAD2L1BP"
"FOPNL",1.34302956643818e-17,-0.266830611904831,0.094,0.142,2.68485040626657e-13,"FOPNL"
"AKAP13",1.39140041940115e-17,0.35626831495955,0.532,0.764,2.78154857842484e-13,"AKAP13"
"FAM91A1",1.4181409988998e-17,1.82807472480059,0.259,0.208,2.8350056709006e-13,"FAM91A1"
"ZNF281",1.45017042624241e-17,2.10910844523314,0.26,0.212,2.89903569910121e-13,"ZNF281"
"NAGPA",1.50762964454811e-17,-0.677665477766828,0.084,0.129,3.01390242241614e-13,"NAGPA"
"SLF1",1.58780868035763e-17,0.370537116825231,0.09,0.141,3.17418833290294e-13,"SLF1"
"CHMP1A",1.71322292782827e-17,0.397705520618675,0.125,0.182,3.42490395502149e-13,"CHMP1A"
"RBM33",1.72566266715368e-17,0.705781513039155,0.274,0.364,3.44977223790691e-13,"RBM33"
"TNKS2",1.76232847648591e-17,0.491892544289721,0.209,0.282,3.52307085734299e-13,"TNKS2"
"ZNF641",1.83416076986395e-17,0.383578974925303,0.098,0.149,3.66667079503503e-13,"ZNF641"
"ARL6IP1",1.87868718856207e-17,0.386726628023613,0.255,0.337,3.75568355865444e-13,"ARL6IP1"
"CDK19",1.90296665941848e-17,2.16195157226776,0.165,0.115,3.80422064884349e-13,"CDK19"
"PDP1",1.90863724537996e-17,-0.407356145706971,0.1,0.149,3.81555671723907e-13,"PDP1"
"WRN",1.99144107221893e-17,-0.428624059276461,0.059,0.1,3.98108984747287e-13,"WRN"
"RABL3",2.06409570374254e-17,-0.268970404122224,0.067,0.109,4.12633372135171e-13,"RABL3"
"TBC1D23",2.15048030680425e-17,0.310628820126681,0.117,0.172,4.29902518133238e-13,"TBC1D23"
"MYLIP",2.21050307106109e-17,0.980231476465054,0.179,0.253,4.41901668935822e-13,"MYLIP"
"CXXC1",2.28588807326528e-17,-0.306831925708225,0.102,0.151,4.56971884726461e-13,"CXXC1"
"FAM214A",2.29699623690835e-17,0.549178056357396,0.138,0.199,4.59192517720347e-13,"FAM214A"
"PTPRJ",2.40084534281398e-17,1.55678956734481,0.278,0.227,4.79952992481942e-13,"PTPRJ"
"TMED8",2.41872500006474e-17,2.03588079806427,0.137,0.09,4.83527314762943e-13,"TMED8"
"CD53",2.5626980511544e-17,0.416639107462136,0.514,0.737,5.12308967406276e-13,"CD53"
"AGPAT5",2.85974736308534e-17,-0.353317194885962,0.088,0.137,5.7169209535439e-13,"AGPAT5"
"WDR1",3.06781592521628e-17,0.722573068236591,0.323,0.432,6.13287081609986e-13,"WDR1"
"JKAMP",3.09648857072154e-17,0.347788590394635,0.133,0.19,6.19019030172943e-13,"JKAMP"
"COQ9",3.269778581835e-17,-0.490041604456203,0.062,0.104,6.53661436294635e-13,"COQ9"
"WASHC4",3.45495598743099e-17,1.34698069721131,0.379,0.351,6.90680251447328e-13,"WASHC4"
"NLRC4",3.64072558281659e-17,2.21007023465851,0.115,0.072,7.27817451260865e-13,"NLRC4"
"EPHB6",3.64593250750828e-17,-0.333630736238265,0.075,0.12,7.28858367575981e-13,"EPHB6"
"ATAD2B",3.68567264588359e-17,0.252123411551276,0.151,0.211,7.36802818638589e-13,"ATAD2B"
"TM7SF3",3.77757164134229e-17,0.273282482782074,0.105,0.156,7.55174346820738e-13,"TM7SF3"
"ZFAS1",3.95463035515355e-17,0.285180856709797,0.554,0.796,7.90570154298747e-13,"ZFAS1"
"PPP1R12A",3.96988993082712e-17,0.674224021335889,0.467,0.631,7.9362069607165e-13,"PPP1R12A"
"LMBR1L",4.00352298353177e-17,0.435173333218833,0.099,0.151,8.00344279637836e-13,"LMBR1L"
"APOL1",4.09873239475705e-17,0.435632695943269,0.079,0.125,8.19377593035882e-13,"APOL1"
"DPF2",4.279492577313e-17,0.505953045436629,0.162,0.225,8.55513361130642e-13,"DPF2"
"PHF20L1",4.34608130543495e-17,1.72206116906515,0.407,0.389,8.68825113769502e-13,"PHF20L1"
"ADAM19",4.55763979339403e-17,1.74541621781869,0.122,0.076,9.111177710974e-13,"ADAM19"
"C1GALT1",5.34059260615655e-17,0.917886447726443,0.248,0.336,1.06763786789675e-12,"C1GALT1"
"SLC25A44",6.1906542926708e-17,2.63330695160153,0.105,0.064,1.23757369964782e-12,"SLC25A44"
"BUD13",6.2046730622537e-17,-0.289602131587182,0.065,0.106,1.24037619187514e-12,"BUD13"
"ZDHHC18",6.70689486427951e-17,2.59640151359022,0.171,0.128,1.34077535231812e-12,"ZDHHC18"
"GID8",7.16927220880845e-17,0.332086576632471,0.177,0.241,1.4332092072629e-12,"GID8"
"GRHPR",7.56792700665314e-17,-0.277876321491439,0.145,0.202,1.51290428790003e-12,"GRHPR"
"CARHSP1",7.62737050292493e-17,0.348634574015727,0.203,0.273,1.52478763723972e-12,"CARHSP1"
"MYD88",7.91950794281173e-17,1.53879240115415,0.294,0.252,1.58318883284749e-12,"MYD88"
"FYB1",8.67288583032628e-17,0.851829806942118,0.694,0.865,1.73379660634053e-12,"FYB1"
"RAB2B",8.87796620486921e-17,-0.308717766966554,0.076,0.119,1.7747942240154e-12,"RAB2B"
"UCHL3",8.97409619109163e-17,-0.345662563557715,0.109,0.158,1.79401156956113e-12,"UCHL3"
"FAM13B",9.10620250063971e-17,0.515670191121197,0.172,0.238,1.82042094190288e-12,"FAM13B"
"PPP2R2A",9.35331701983578e-17,0.749929335941183,0.235,0.317,1.86982160543537e-12,"PPP2R2A"
"TIA1",9.6823360986728e-17,0.48209451498386,0.197,0.267,1.93559580948568e-12,"TIA1"
"CASP3",9.80077665445431e-17,0.381542530064223,0.13,0.188,1.95927326099196e-12,"CASP3"
"SMURF2",1.03191651035045e-16,0.529537193702269,0.121,0.177,2.06290429584158e-12,"SMURF2"
"KLHL8",1.05480028473355e-16,1.84521209339675,0.197,0.147,2.10865124921083e-12,"KLHL8"
"TMOD3",1.07327030589201e-16,0.624774569785455,0.366,0.492,2.14557466850872e-12,"TMOD3"
"NINJ1",1.08430533670564e-16,2.14268274799878,0.22,0.171,2.16763479860825e-12,"NINJ1"
"DICER1",1.10737080037526e-16,1.59078160304971,0.375,0.351,2.21374496703018e-12,"DICER1"
"BAG1",1.19860007646014e-16,0.322229870483902,0.255,0.332,2.39612141285146e-12,"BAG1"
"USPL1",1.23383513788918e-16,-0.466316385227807,0.069,0.111,2.46655982415425e-12,"USPL1"
"ZNF407",1.26935651193256e-16,0.540722214883572,0.102,0.154,2.53757060300439e-12,"ZNF407"
"CGRRF1",1.31309760934786e-16,0.423649260285107,0.072,0.116,2.62501343084731e-12,"CGRRF1"
"LINC00324",1.3519867746708e-16,-0.288151257083539,0.072,0.115,2.7027567612444e-12,"LINC00324"
"ITCH",1.43006276964427e-16,0.657465964301561,0.212,0.285,2.85883848279586e-12,"ITCH"
"WDR59",1.43114668571507e-16,-0.318174613289648,0.062,0.103,2.861005339413e-12,"WDR59"
"IFNAR2",1.65170478147741e-16,0.719826990989233,0.166,0.231,3.30192302865149e-12,"IFNAR2"
"SULT1A1",1.71101801268178e-16,1.58661808635963,0.232,0.185,3.42049610915214e-12,"SULT1A1"
"NR1H2",1.72084263363595e-16,0.266185536043388,0.192,0.257,3.44013650890162e-12,"NR1H2"
"PISD",1.81272117025526e-16,2.29910855526201,0.168,0.121,3.6238108914573e-12,"PISD"
"LIG3",1.90551461408335e-16,-0.267617780419711,0.068,0.11,3.80931426501403e-12,"LIG3"
"FAM120A",1.9410517775216e-16,1.45060236051181,0.368,0.343,3.88035660844343e-12,"FAM120A"
"MAP3K7",1.95304180742658e-16,0.332872724819777,0.111,0.162,3.90432587722648e-12,"MAP3K7"
"DRG1",2.0572417194678e-16,-0.343904023333526,0.081,0.124,4.11263192138808e-12,"DRG1"
"MCCC2",2.06418387077365e-16,-0.628217877162999,0.06,0.1,4.1265099760636e-12,"MCCC2"
"MARCH1",2.08090776965721e-16,0.66947719442101,0.28,0.227,4.15994272232172e-12,"MARCH1"
"PRDM2",2.11181989995966e-16,0.687207630178007,0.32,0.423,4.22173916200936e-12,"PRDM2"
"SUCO",2.3454153495214e-16,0.364162217301589,0.131,0.188,4.68871982522823e-12,"SUCO"
"CRYBG1",2.36859495594435e-16,0.579098653830705,0.24,0.319,4.73505817642835e-12,"CRYBG1"
"GCLC",2.47049226139625e-16,-0.429889288788909,0.063,0.103,4.93876107975724e-12,"GCLC"
"UBE2R2",2.49632028561803e-16,1.68455310618911,0.415,0.404,4.990393882979e-12,"UBE2R2"
"ZNF148",2.5810647013606e-16,0.810774632876969,0.317,0.422,5.15980644448998e-12,"ZNF148"
"FAM98C",2.62918128077084e-16,0.342961697445622,0.089,0.136,5.25599629838898e-12,"FAM98C"
"MRPL24",2.63251974416756e-16,-0.473764425257096,0.079,0.123,5.26267022056538e-12,"MRPL24"
"MGAT1",2.66250827916653e-16,0.467515635570943,0.288,0.384,5.32262030088181e-12,"MGAT1"
"FAM98A",2.78916149921027e-16,-0.432378120518696,0.071,0.113,5.57581275307124e-12,"FAM98A"
"ITGAX",2.99972708385982e-16,1.83969906255136,0.238,0.19,5.99675441334416e-12,"ITGAX"
"SIPA1",3.02619963237935e-16,0.610392401732539,0.266,0.351,6.04967568508956e-12,"SIPA1"
"KANSL2",3.07956518000383e-16,-0.288676164324449,0.078,0.122,6.15635875134565e-12,"KANSL2"
"SLC15A4",3.21057287681704e-16,2.23490813743071,0.219,0.174,6.41825623804494e-12,"SLC15A4"
"CHD2",3.37720118861388e-16,0.870997705520624,0.329,0.439,6.75136289615801e-12,"CHD2"
"SNX1",3.42198154791292e-16,0.486596983037736,0.237,0.314,6.84088331243271e-12,"SNX1"
"CBR1",3.44741784921526e-16,-0.257620571528246,0.141,0.193,6.89173302236623e-12,"CBR1"
"NAGLU",3.8722799867552e-16,-0.505895077105987,0.063,0.102,7.74107492152233e-12,"NAGLU"
"GOT2",4.48161187331308e-16,-0.935990193712493,0.061,0.1,8.95919029594017e-12,"GOT2"
"UBR3",4.5559334857519e-16,0.289129721480786,0.129,0.183,9.10776663136662e-12,"UBR3"
"DNASE1",4.63495887400704e-16,0.580013015646291,0.088,0.136,9.26574628502747e-12,"DNASE1"
"SAMD9",4.9072520889803e-16,0.795167792705839,0.403,0.544,9.81008765108052e-12,"SAMD9"
"MFSD14B",5.30953843013797e-16,1.48952988995014,0.24,0.192,1.06142982756888e-11,"MFSD14B"
"USP33",5.55151804272712e-16,0.615717027221163,0.259,0.342,1.10980397192158e-11,"USP33"
"DEAF1",6.42680787548681e-16,-0.335473931478617,0.073,0.115,1.28478316238857e-11,"DEAF1"
"PSMA3-AS1",7.1858705405454e-16,0.898452291562132,0.405,0.54,1.43652737976043e-11,"PSMA3-AS1"
"HIST1H2AC",7.89644729793136e-16,1.68168819151403,0.248,0.209,1.57857877932946e-11,"HIST1H2AC"
"MAPK13",8.48294904540927e-16,0.574428344947406,0.081,0.128,1.69582634366777e-11,"MAPK13"
"CCNY",8.89351127764841e-16,0.291870536402315,0.25,0.329,1.77790183951469e-11,"CCNY"
"IKBKB",8.9191649973432e-16,0.454352751530693,0.178,0.242,1.78303027461888e-11,"IKBKB"
"EXOC1",9.3006016940824e-16,0.600861243398811,0.194,0.261,1.85928328466401e-11,"EXOC1"
"APTX",9.56209792629072e-16,-0.327999623876436,0.071,0.112,1.91155899644478e-11,"APTX"
"REPS1",1.05857976646925e-15,-0.252052352516704,0.069,0.11,2.11620681114868e-11,"REPS1"
"RUNX1",1.07166300712707e-15,0.250774565332593,0.182,0.246,2.14236151754773e-11,"RUNX1"
"THOC6",1.11107365948178e-15,-0.587147766228777,0.084,0.127,2.22114735267003e-11,"THOC6"
"GRINA",1.15152116180521e-15,1.40501412225726,0.248,0.199,2.30200595456479e-11,"GRINA"
"SBF1",1.17061584634945e-15,-0.416646452037925,0.072,0.112,2.34017813843718e-11,"SBF1"
"CCDC6",1.1744749197559e-15,-0.366066813506669,0.135,0.187,2.34789281208401e-11,"CCDC6"
"SMAD3",1.22807208220134e-15,-0.283680367687531,0.107,0.154,2.45503889952871e-11,"SMAD3"
"KCTD12",1.26179450896113e-15,0.920317717008931,0.219,0.171,2.52245340286419e-11,"KCTD12"
"UBE2D3",1.29634126112455e-15,1.13155545445009,0.609,0.737,2.59151581511409e-11,"UBE2D3"
"CCND3",1.36512137673006e-15,0.630335087436845,0.459,0.617,2.72901414422106e-11,"CCND3"
"SQOR",1.51927623548862e-15,1.65032396513072,0.255,0.213,3.0371851223653e-11,"SQOR"
"HELZ",1.53482313461378e-15,0.598279555459243,0.298,0.404,3.06826492840641e-11,"HELZ"
"EIPR1",1.56187513076511e-15,-0.377535975872955,0.069,0.11,3.12234457391254e-11,"EIPR1"
"FAM120B",1.58172022962909e-15,0.345502199239104,0.072,0.115,3.16201691105152e-11,"FAM120B"
"JAML",1.63658242046453e-15,1.22721419246608,0.371,0.342,3.27169191675064e-11,"JAML"
"MAP4K4",1.6686743689415e-15,1.65925902352129,0.408,0.401,3.33584693095095e-11,"MAP4K4"
"AHCYL1",1.8732440467662e-15,0.295614516488219,0.195,0.26,3.74480217389031e-11,"AHCYL1"
"TMEM165",1.94335683860833e-15,0.697729471398441,0.313,0.415,3.88496465606191e-11,"TMEM165"
"HMG20B",2.01749081771249e-15,0.517398169789236,0.126,0.178,4.03316589368904e-11,"HMG20B"
"HDAC8",2.03960397771593e-15,-0.622673024213752,0.065,0.103,4.07737231185191e-11,"HDAC8"
"LGALS9",2.04600613943313e-15,1.29763800750039,0.263,0.217,4.09017087334076e-11,"LGALS9"
"SECTM1",2.08284034005144e-15,2.00323569786048,0.162,0.116,4.16380612379683e-11,"SECTM1"
"CCDC125",2.1046760289756e-15,2.42469438644594,0.117,0.077,4.20745784952511e-11,"CCDC125"
"KPNA1",2.21905615274698e-15,0.552525396640771,0.155,0.216,4.4361151549565e-11,"KPNA1"
"SMAD4",2.28187004504414e-15,0.678206217273045,0.166,0.228,4.56168640704774e-11,"SMAD4"
"SUPT7L",2.28940161594023e-15,-0.490330089245604,0.062,0.1,4.57674277042612e-11,"SUPT7L"
"RPS6KB1",2.39091963621139e-15,0.291127370271975,0.128,0.181,4.7796874447502e-11,"RPS6KB1"
"ASB8",2.40111083586711e-15,0.729657210918806,0.199,0.267,4.80006067198194e-11,"ASB8"
"VPS13D",2.40287625735211e-15,0.529166193973468,0.155,0.214,4.8035899260726e-11,"VPS13D"
"RBBP5",2.44519424722576e-15,0.644426373932758,0.111,0.162,4.88818781962902e-11,"RBBP5"
"HACD2",2.52324461287318e-15,-0.505296742827643,0.079,0.121,5.04421830559478e-11,"HACD2"
"PAN3",2.65437747485342e-15,0.74432034920686,0.197,0.266,5.30636600997947e-11,"PAN3"
"CTNNB1",2.71916119304898e-15,0.642890057680042,0.275,0.364,5.43587514102421e-11,"CTNNB1"
"CNOT1",2.82135764313356e-15,0.515489973490349,0.266,0.35,5.64017606438831e-11,"CNOT1"
"PDCD11",2.9144836482448e-15,-0.500018677571998,0.084,0.126,5.82634426120618e-11,"PDCD11"
"RANBP9",2.97628837345183e-15,0.320286014917177,0.117,0.167,5.94989808736755e-11,"RANBP9"
"GSR",3.01903994184453e-15,1.56841118858689,0.205,0.157,6.0353627477414e-11,"GSR"
"AP3B1",3.05062726434094e-15,0.577408629339293,0.246,0.323,6.09850896414398e-11,"AP3B1"
"CNOT8",3.18664244468318e-15,0.512793635553006,0.185,0.248,6.37041691116614e-11,"CNOT8"
"POLR2J3.1",3.23460387637573e-15,0.643768993828837,0.413,0.552,6.46629660926273e-11,"POLR2J3.1"
"ZNF770",3.29967178580902e-15,0.35601225136263,0.174,0.238,6.59637386701082e-11,"ZNF770"
"SAP30BP",3.41893366881369e-15,0.422872848036443,0.193,0.257,6.83479029732545e-11,"SAP30BP"
"KIF5B",3.43025380681019e-15,0.578532159219106,0.356,0.468,6.85742038519425e-11,"KIF5B"
"NDUFAF7",3.61912994926375e-15,-0.33293422842249,0.061,0.1,7.23500268157316e-11,"NDUFAF7"
"PRRC2A",3.65344554190002e-15,0.556381666236017,0.178,0.241,7.30360298281234e-11,"PRRC2A"
"TUBA4A",3.91711927764221e-15,0.964534070042822,0.302,0.41,7.83071314793454e-11,"TUBA4A"
"AKIRIN2",3.98014487071506e-15,0.644189042143413,0.251,0.331,7.95670761104648e-11,"AKIRIN2"
"DCAF8",4.28381546236616e-15,0.423945303709303,0.114,0.163,8.56377549081619e-11,"DCAF8"
"C8orf82",4.44976480744934e-15,-0.561731806619022,0.077,0.118,8.89552482657197e-11,"C8orf82"
"HK1",4.78405223308101e-15,0.283303790409897,0.201,0.266,9.56379881915224e-11,"HK1"
"WWC3",4.80744579521721e-15,1.99676573844379,0.144,0.1,9.61056488921873e-11,"WWC3"
"SDCCAG8",4.85791372397232e-15,0.282704803211473,0.15,0.206,9.71145532559307e-11,"SDCCAG8"
"EXOC4",5.18480963726233e-15,0.325001903666032,0.136,0.189,1.03649529458511e-10,"EXOC4"
"OAZ2",5.19649584953426e-15,2.03152779490824,0.279,0.239,1.03883148528039e-10,"OAZ2"
"NAGK",5.55145371107409e-15,1.42505523162369,0.346,0.312,1.10979111138082e-10,"NAGK"
"AP5M1",5.79573177010176e-15,0.408038100165388,0.126,0.178,1.15862473816104e-10,"AP5M1"
"PIP4P1",6.06274853460874e-15,0.370237497064435,0.119,0.171,1.21200405955363e-10,"PIP4P1"
"HK3",6.1169279586275e-15,1.6284811963015,0.119,0.077,1.22283506820922e-10,"HK3"
"LTA4H",6.12751534580476e-15,1.35169723263565,0.351,0.347,1.22495159277983e-10,"LTA4H"
"CETN3",6.44496545744801e-15,-0.370740424427693,0.074,0.115,1.28841304459843e-10,"CETN3"
"TSG101",6.65758823282019e-15,0.470071524961005,0.17,0.229,1.33091846362308e-10,"TSG101"
"USP4",6.70060218050494e-15,1.88462136687488,0.255,0.21,1.33951738190474e-10,"USP4"
"BSG",7.00023071364054e-15,0.517201154955056,0.267,0.351,1.39941612196388e-10,"BSG"
"CDK5RAP3",7.04540539687878e-15,0.262256164688377,0.152,0.208,1.40844699289004e-10,"CDK5RAP3"
"C11orf68",7.10825209376757e-15,0.549970594463078,0.095,0.142,1.42101067606508e-10,"C11orf68"
"NLRP1",7.32968377219976e-15,0.871781686766515,0.265,0.35,1.46527708290045e-10,"NLRP1"
"GPR160",7.55687679252907e-15,1.96066576684664,0.147,0.104,1.51069523959449e-10,"GPR160"
"TIFA",7.72491360235667e-15,0.366655653837385,0.098,0.145,1.54428747824712e-10,"TIFA"
"SERINC3",8.23767094319503e-15,0.772189517096217,0.295,0.39,1.64679279825412e-10,"SERINC3"
"BLOC1S6",1.01557513912487e-14,0.465905234568903,0.268,0.348,2.03023626062453e-10,"BLOC1S6"
"LILRA5",1.02468474313957e-14,1.30203145660182,0.163,0.116,2.04844727001031e-10,"LILRA5"
"NDUFS1",1.08149175131457e-14,0.405598056071305,0.18,0.24,2.16201016005295e-10,"NDUFS1"
"LATS1",1.09684774596996e-14,0.472770545579015,0.122,0.172,2.19270832896854e-10,"LATS1"
"CTSZ",1.11082557262525e-14,0.727905783259055,0.331,0.282,2.22065140223515e-10,"CTSZ"
"KATNBL1",1.14170349514457e-14,1.05648229231845,0.2,0.272,2.28237945714351e-10,"KATNBL1"
"ZNF593",1.1513587496137e-14,-0.502843208286996,0.085,0.127,2.30168127635275e-10,"ZNF593"
"RCOR1",1.22351627626553e-14,1.59233782421357,0.228,0.183,2.44593138788241e-10,"RCOR1"
"LMBRD1",1.22525852237998e-14,0.611145583909888,0.2,0.267,2.44941431208981e-10,"LMBRD1"
"CTSO",1.24693229185754e-14,-0.682531001109764,0.071,0.11,2.49274234465242e-10,"CTSO"
"WDFY4",1.25147122914115e-14,1.62765778537017,0.111,0.072,2.50181613417607e-10,"WDFY4"
"ALG2",1.26475469252103e-14,-0.523090375975852,0.064,0.101,2.52837110581879e-10,"ALG2"
"FAR1",1.28716999391619e-14,1.53744887675956,0.303,0.268,2.57318153483786e-10,"FAR1"
"GM2A",1.29981826005584e-14,0.929330291707945,0.115,0.074,2.59846668367762e-10,"GM2A"
"OSTM1",1.33700932258131e-14,0.626741237621819,0.156,0.214,2.67281533677229e-10,"OSTM1"
"LAMTOR3",1.42381071028092e-14,0.528826488213016,0.151,0.207,2.8463399909226e-10,"LAMTOR3"
"ITGB2",1.62089353091509e-14,0.278132263431639,0.482,0.701,3.24032825765236e-10,"ITGB2"
"CAMTA1",1.82208812425975e-14,0.382937963128353,0.169,0.225,3.64253636920766e-10,"CAMTA1"
"PDLIM1",1.86633264799153e-14,1.78006912288926,0.116,0.077,3.73098559659987e-10,"PDLIM1"
"SLAIN2",1.88217457704516e-14,0.724730940219239,0.202,0.271,3.76265519697098e-10,"SLAIN2"
"DPP8",1.9310621066291e-14,0.563869194379816,0.197,0.263,3.86038625736223e-10,"DPP8"
"VRK3",1.94436150195118e-14,0.631486621854239,0.143,0.198,3.8869730785506e-10,"VRK3"
"TPM3",1.98001182144596e-14,0.647435685691466,0.676,0.845,3.95824163225261e-10,"TPM3"
"HDLBP",2.30677738689057e-14,0.326085860322377,0.213,0.28,4.61147867413294e-10,"HDLBP"
"HAVCR2",2.66341749776183e-14,-0.807461509909854,0.071,0.109,5.32443791977568e-10,"HAVCR2"
"USF2",2.83953446671138e-14,0.569398457159258,0.301,0.386,5.67651335240272e-10,"USF2"
"VPS13B",2.93063908518931e-14,0.825091002820258,0.157,0.216,5.85864059520194e-10,"VPS13B"
"TNRC18",3.04133890597469e-14,1.8945891275861,0.222,0.178,6.079940606934e-10,"TNRC18"
"QSOX1",3.08090901256399e-14,1.68628582991539,0.145,0.103,6.15904520701666e-10,"QSOX1"
"APPL2",3.14748053617936e-14,0.393418042296913,0.063,0.102,6.29212833987616e-10,"APPL2"
"MYL6",3.31319344919444e-14,0.759753050734917,0.772,0.953,6.62340502428461e-10,"MYL6"
"CHAMP1",3.35140445167165e-14,-0.252430563206474,0.069,0.107,6.6997926393368e-10,"CHAMP1"
"MBD2",3.41384220144683e-14,0.416758847859385,0.344,0.473,6.82461194491236e-10,"MBD2"
"UBE4A",3.48168595783343e-14,0.573023243891846,0.164,0.221,6.96023839830481e-10,"UBE4A"
"RC3H2",3.52871907877824e-14,0.593802749273898,0.155,0.213,7.05426231038557e-10,"RC3H2"
"ZDHHC5",3.53901679077045e-14,0.325172456997301,0.131,0.181,7.0748484664292e-10,"ZDHHC5"
"MBD3",3.66140971888699e-14,-0.261026268509909,0.086,0.127,7.31952416902698e-10,"MBD3"
"POLL",4.01136098402526e-14,-0.664683136720783,0.063,0.1,8.01911174316491e-10,"POLL"
"OSGEP",4.05131589696199e-14,0.250199696659052,0.138,0.19,8.09898560961671e-10,"OSGEP"
"RCHY1",4.26518583528166e-14,0.257738276599353,0.093,0.137,8.52653300331157e-10,"RCHY1"
"STAT1",4.26805506256872e-14,1.26545630960145,0.454,0.48,8.53226887558113e-10,"STAT1"
"STT3A",4.2963712020321e-14,-0.313650883243199,0.071,0.109,8.58887566998237e-10,"STT3A"
"PTBP1",4.3622468945068e-14,0.296302616853545,0.242,0.313,8.72056776680854e-10,"PTBP1"
"EXOC6",4.47735350314739e-14,1.93794839640077,0.197,0.153,8.95067738814195e-10,"EXOC6"
"MPZL1",4.64606071400485e-14,2.65032062713061,0.1,0.063,9.2879399733671e-10,"MPZL1"
"ADAM28",4.74219543592203e-14,1.09934197153649,0.102,0.064,9.48012289595174e-10,"ADAM28"
"IER5",5.41915509936305e-14,0.350902691133668,0.172,0.23,1.08334329591367e-09,"IER5"
"LBR",5.96504677152461e-14,1.43312688335061,0.507,0.552,1.19247250009549e-09,"LBR"
"IFI27L2",6.1597257339924e-14,0.592476682271719,0.291,0.38,1.23139077148242e-09,"IFI27L2"
"C1RL",6.64174042886721e-14,2.4184434883716,0.122,0.083,1.32775032913484e-09,"C1RL"
"PRKAA1",6.93695395642614e-14,0.738387187702471,0.186,0.254,1.38676646542915e-09,"PRKAA1"
"ITPR2",7.18011533603618e-14,0.610257428434997,0.218,0.286,1.43537685682699e-09,"ITPR2"
"TRIM38",7.70015543282808e-14,1.27476548917867,0.473,0.498,1.53933807257666e-09,"TRIM38"
"DOCK11",7.82636595687452e-14,0.754348742875739,0.271,0.352,1.56456881843879e-09,"DOCK11"
"EFTUD2",8.25810131479005e-14,-0.258061761695901,0.14,0.189,1.65087703383968e-09,"EFTUD2"
"BRMS1",8.51799817966844e-14,0.26501984956938,0.156,0.208,1.70283301609752e-09,"BRMS1"
"PREB",9.63513843554508e-14,-0.401395462472413,0.065,0.101,1.92616052464982e-09,"PREB"
"MOSPD2",9.74777406110546e-14,1.80508043651617,0.21,0.168,1.94867751255559e-09,"MOSPD2"
"GCN1",1.04345168143585e-13,-0.588188307154384,0.071,0.108,2.0859642563584e-09,"GCN1"
"CLK3",1.11395169390556e-13,0.506299595489947,0.13,0.179,2.22690083128661e-09,"CLK3"
"VRK1",1.15871689652402e-13,0.338312603504847,0.112,0.16,2.31639094784117e-09,"VRK1"
"AC074117.1",1.18066468904826e-13,2.01602681527571,0.144,0.102,2.36026677987638e-09,"AC074117.1"
"CEP350",1.24750109259527e-13,0.62994077396426,0.365,0.48,2.49387943420721e-09,"CEP350"
"ANO10",1.28771815414964e-13,2.2341345328594,0.105,0.069,2.57427736196055e-09,"ANO10"
"CBX3",1.32172245114351e-13,0.436254278354317,0.467,0.65,2.64225535208099e-09,"CBX3"
"SYNE1",1.32255893267862e-13,1.15409417516554,0.345,0.488,2.64392756231782e-09,"SYNE1"
"PLEKHA2",1.3595859152491e-13,1.41712014282731,0.286,0.248,2.71794820317447e-09,"PLEKHA2"
"ZNF518A",1.36613502373941e-13,0.614090743850216,0.204,0.27,2.73104052595745e-09,"ZNF518A"
"PSD4",1.56291539105834e-13,0.772310083738802,0.167,0.227,3.12442415826473e-09,"PSD4"
"AIFM1",1.60426957955973e-13,-0.514215662739009,0.094,0.134,3.20709531649786e-09,"AIFM1"
"DDX3X",1.69768175930667e-13,1.04936669160738,0.631,0.768,3.39383560502996e-09,"DDX3X"
"B3GALT6",1.78704232136799e-13,-0.581010077041049,0.066,0.102,3.57247630464674e-09,"B3GALT6"
